Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Walking,2022-03-06 09:46:37,false,"Clallam County Hiking","3.30","554","01:24:38","104","153","1.3","80","249","25:40","10:07","646","581","0.80","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","60.8","0:00","No","01:08.91.7","14","0.0","01:15:49","02:26:29","4,923","5,249"
Running,2022-03-05 14:45:42,false,"Clallam County Running","6.00","838","00:57:07","152","174","3.9","173","178","9:31","8:19","105","112","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","01:14.58","8","0.0","00:57:04","00:57:16","119","222"
Running,2022-03-04 05:29:03,false,"Sequim Running","4.00","542","00:38:43","147","164","3.2","173","182","9:40","8:52","108","108","0.96","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","59.0","0:00","No","00:02.64.8","5","0.0","00:38:40","00:38:59","112","213"
Running,2022-03-03 05:30:55,false,"Sequim Running","3.12","420","00:29:45","149","166","3.1","170","194","9:32","6:34","72","62","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","50.0","0:00","No","01:14.27.7","5","0.0","00:29:44","00:29:45","89","154"
Walking,2022-03-02 12:48:42,false,"Clallam County Walking","3.25","192","01:01:42","74","96","0.1","109","121","19:00","16:55","62","49","0.78","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","04:36.96.3","4","0.0","01:01:14","01:03:45","-58","9"
Walking,2022-02-26 16:51:24,false,"Sequim Walking","2.41","294","00:47:28","105","124","0.5","109","146","19:42","14:36","128","95","0.75","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","59.0","0:00","No","08:11.77.3","3","0.0","00:47:26","00:47:30","142","211"
Virtual Cycling,2022-02-26 12:17:02,false,"First Alpe du Zwift in a LONG time","19.42","1,188","01:45:10","152","169","--","0","0","11.1","50.8","3,461","--","0.00","0.0","0.0","0","--","74","96","214","--","0.0","240","197","320","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:45:09.99.9","1","0.0","01:45:04","01:45:09","24","3,436"
Walking,2022-02-24 13:40:28,false,"Port Townsend Walking","1.08","139","00:18:16","82","91","0.5","117","133","16:59","11:50","102","69","0.81","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","57.2","0:00","No","01:17.52.8","2","0.0","00:18:11","00:18:22","43","140"
Running,2022-02-23 11:39:29,false,"Sequim Running","5.11","712","00:46:25","159","170","4.2","175","180","9:06","8:16","138","121","1.01","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","62.6","0:00","No","00:58.30.5","6","0.0","00:46:22","00:46:44","93","184"
Virtual Cycling,2022-02-22 05:15:11,false,"FTP builder Week 3 Ride 1","5.68","401","00:55:10","--","--","--","0","0","6.2","31.7","1,129","--","0.00","0.0","0.0","0","--","80","86","131","--","0.0","136","127","182","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:11.00","15","0.0","00:55:01","00:55:09","24","1,094"
Hiking,2022-02-21 10:58:07,false,"Clallam County Hiking","1.78","145","00:41:04","80","139","0.5","95","224","23:04","16:48","269","243","0.73","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","57.2","0:00","No","00:32.92.1","8","0.0","00:36:40","01:01:06","574","812"
Walking,2022-02-20 12:18:12,false,"Clallam County Walking","3.05","363","01:07:09","84","104","0.3","102","159","22:00","16:37","141","115","0.72","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","62.6","0:00","No","01:20.69.4","4","0.0","01:05:34","01:13:55","395","457"
Walking,2022-02-19 12:32:36,false,"Sequim Walking","4.29","533","01:20:23","91","126","0.6","109","235","18:44","9:29","295","243","0.79","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","62.6","0:00","No","04:57.78.7","5","0.0","01:18:59","01:29:39","35","225"
Virtual Cycling,2022-02-19 06:11:42,false,"Zwift - Day 4 in Watopia","6.89","556","01:11:33","--","--","--","0","0","5.8","32.2","1,644","--","0.00","0.0","0.0","0","--","80","90","148","--","0.0","155","140","338","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:22.00","20","0.0","01:10:04","01:11:32","24","1,608"
Virtual Cycling,2022-02-18 05:08:16,false,"Zwift - 10-12wk FTP Builder Week 2 Day 3","6.16","461","01:05:12","--","--","--","0","0","5.7","31.6","1,332","--","0.00","0.0","0.0","0","--","80","90","127","--","0.0","132","123","199","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:12.99.9","15","0.0","01:04:56","01:05:11","24","1,297"
Virtual Cycling,2022-02-17 05:11:27,false,"Zwift - 10-12wk FTP Builder Week 2 Day 2","6.21","477","01:11:43","7","72","--","0","0","5.2","31.8","1,371","--","0.00","0.0","0.0","0","--","79","128","133","--","0.0","133","118","474","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:10.00","33","0.0","01:08:10","01:11:42","24","1,340"
Virtual Cycling,2022-02-14 05:15:37,false,"Zwift - 10-12wk FTP Builder Week 2  Day 1","5.52","384","00:56:26","101","127","--","0","0","5.9","31.6","1,060","--","0.00","0.0","0.0","0","--","78","88","126","--","0.0","130","120","206","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:09.00","13","0.0","00:54:25","00:56:25","24","1,026"
Walking,2022-02-13 13:32:52,false,"Clallam County Walking","3.87","474","01:13:28","85","104","0.4","107","237","18:58","14:10","75","23","0.79","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","68.0","0:00","No","15:59.07.7","4","0.0","01:11:40","01:19:48","-56","16"
Running,2022-02-12 15:56:36,false,"Sequim - Long Easy Run","7.30","1,063","01:10:07","160","171","4.7","171","176","9:36","8:30","154","135","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","01:49.46.9","9","0.0","01:10:04","01:10:41","100","175"
Virtual Cycling,2022-02-12 06:25:58,false,"Zwift - 10-12wk FTP Builder Week 1 Day 4","6.71","541","01:16:43","108","133","--","0","0","5.2","31.9","1,594","--","0.00","0.0","0.0","0","--","80","104","131","--","0.0","139","123","218","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:19.00","19","0.0","01:15:11","01:16:43","24","1,562"
Running,2022-02-10 05:21:33,false,"Sequim - Stride Repeats","4.05","592","00:41:00","155","172","3.8","164","194","10:08","6:15","112","98","0.96","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","55.4","0:00","No","00:01.22.8","26","0.0","00:40:58","00:41:11","117","213"
Virtual Cycling,2022-02-09 06:32:00,false,"Zwift - 10-12wk FTP Builder Week 1  Day 3","5.82","413","01:00:10","102","132","--","0","0","5.8","31.5","1,171","--","0.00","0.0","0.0","0","--","80","120","124","--","0.0","131","119","205","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:08.00","13","0.0","00:59:47","01:00:09","24","1,135"
Running,2022-02-08 05:16:33,false,"Sequim - Progression Run","5.15","748","00:48:03","161","179","5.0","172","182","9:19","7:41","138","135","1.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","57.2","0:00","No","01:44.80.8","8","0.0","00:48:01","00:48:11","112","211"
Virtual Cycling,2022-02-07 06:00:44,false,"Zwift - 10-12wk FTP Builder Week 1 Day 2","5.65","401","00:58:08","--","--","--","0","0","5.8","33.3","1,102","--","0.00","0.0","0.0","0","--","80","105","132","--","0.0","130","120","471","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:09.00","25","0.0","00:57:46","00:58:07","24","1,064"
Running,2022-02-01 05:33:18,false,"Sequim - Speed Repeats","3.20","453","00:32:23","154","177","4.0","158","194","10:07","6:13","75","85","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","60.8","0:00","No","00:00.62.9","21","0.0","00:31:10","00:32:23","102","195"
Virtual Cycling,2022-01-31 05:22:16,false,"Zwift - 10-12wk FTP Builder Week 1  Day 1","5.14","338","00:50:08","119","132","--","0","0","6.2","31.6","915","--","0.00","0.0","0.0","0","--","81","89","122","--","0.0","127","117","223","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:09.00","13","0.0","00:49:43","00:50:07","24","883"
Running,2022-01-29 15:34:17,false,"Sequim - Long Easy Run","4.18","611","00:40:01","160","174","4.3","172","186","9:34","8:21","177","187","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","59.0","0:00","No","01:10.42.4","6","0.0","00:39:59","00:40:19","93","190"
Hiking,2022-01-27 12:50:24,false,"Pierce County Hiking","2.50","530","01:07:28","122","162","2.9","83","246","26:56","17:01","778","801","0.73","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","00:05.44.1","11","0.0","01:02:47","01:27:39","5,417","6,251"
Hiking,2022-01-27 10:03:49,false,"Pierce County Hiking","2.44","604","01:03:19","129","170","3.1","86","232","25:55","14:59","781","840","0.73","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","62.6","0:00","No","04:16.61.5","10","0.0","00:55:10","01:46:53","5,400","6,222"
Running,2022-01-24 13:00:59,false,"Clallam County Running","2.39","341","00:23:29","149","170","3.3","171","178","9:49","8:41","89","10","0.96","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","53.6","0:00","No","04:40.00.2","3","0.0","00:23:28","01:30:27","106","210"
Running,2022-01-24 12:51:17,false,"Clallam County - Benchmark Run","1.03","138","00:09:00","157","167","2.6","166","188","8:44","6:34","--","26","1.09","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","59.0","0:00","No","02:00.00","3","0.0","00:08:59","00:09:00","143","171"
Running,2022-01-24 12:42:24,false,"Clallam County Running","0.82","113","00:08:00.8","145","164","2.2","171","180","9:45","8:16","3","16","0.96","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","08:00.82.4","1","0.0","00:08:00","00:08:00.8","186","210"
Virtual Cycling,2022-01-20 14:45:42,false,"Zwift - 01/20/2022","3.97","182","00:25:44","72","152","--","0","0","9.3","32.3","338","--","0.00","0.0","0.0","0","--","83","101","162","--","0.0","138","124","322","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:32.00","13","0.0","00:24:40","00:25:43","24","329"
Running,2022-01-17 07:50:26,false,"Clallam County Running","2.01","277","00:19:23","156","168","3.2","171","178","9:40","8:46","59","36","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","55.4","0:00","No","00:02.70","3","0.0","00:19:20","00:20:48","101","167"
Strength Training,2022-01-17 05:55:06,false,"Strength","0.00","206","00:34:06","105","144","1.9","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","362","22","0:00","73.4","0:00","No","34:06.38.5","1","0.0","00:20:08","00:34:06","--","--"
Walking,2022-01-02 14:53:00,false,"Walking, 2.5 mph, leisurely pace - MyFitnessPal","0.00","158","00:33:00","105","140","--","0","0","--","4:28","--","--","0.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","33:00.00","1","0.0","00:00:00","00:33:00","--","--"
Running,2021-12-14 14:51:49,false,"Duluth Running","3.89","556","00:47:15","146","180","3.4","143","184","12:09","7:10","285","249","0.91","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","53.6","0:00","No","02:00.00","19","0.0","00:47:13","00:47:37","696","957"
Walking,2021-12-01 13:21:06,false,"Duluth Walking","2.73","323","00:48:38","110","131","0.8","115","137","17:49","14:22","203","180","0.79","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","73.4","0:00","No","13:01.67.9","3","0.0","00:48:34","00:49:06","635","838"
Hiking,2021-11-25 12:28:19,false,"Carlton County Hiking","0.66","83","00:16:56","91","146","0.6","76","159","25:36","12:47","85","112","0.84","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","73.4","0:00","No","04:21.96.3","3","0.0","00:15:54","00:27:09","779","848"
Hiking,2021-11-23 11:22:37,false,"Duluth Hiking","2.54","191","00:53:08","83","112","0.2","106","121","20:54","18:12","112","46","0.73","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","60.8","0:00","No","00:55.31.7","11","0.0","00:52:28","00:56:00","1,192","1,266"
Walking,2021-11-13 15:33:35,false,"Duluth Walking","3.02","340","00:56:05","98","122","0.5","112","181","18:33","13:00","69","36","0.78","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","55.4","0:00","No","00:27.77.3","4","0.0","00:55:53","00:56:14","698","751"
Running,2021-11-09 14:25:21,false,"Duluth Running","4.80","686","00:44:21","164","178","4.4","172","184","9:14","7:50","174","171","1.01","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","69.8","0:00","No","07:26.75.5","5","0.0","00:44:16","00:46:31","633","779"
Running,2021-11-05 16:47:04,false,"Duluth Running","3.22","449","00:29:00","162","175","3.6","173","182","9:01","7:42","220","223","1.04","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","02:12.53.5","4","0.0","00:28:59","00:29:00","697","925"
Walking,2021-10-31 14:44:08,false,"Duluth Walking","1.29","153","00:28:13","75","92","0.3","100","144","21:48","15:48","105","108","0.74","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","62.6","0:00","No","05:45.14.9","2","0.0","00:26:29","00:32:53","1,184","1,281"
Walking,2021-10-21 12:19:12,false,"Duluth Walking","1.18","142","00:23:39","99","119","0.3","107","120","20:01","17:01","98","66","0.75","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","03:42.61.3","2","0.0","00:23:18","00:23:39","1,052","1,104"
Strength Training,2021-10-21 08:05:00,false,"Strength","0.00","231","00:36:16","108","135","0.6","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","255","27","0:00","75.2","0:00","No","36:16.05.2","1","0.0","00:10:54","00:36:16","--","--"
Indoor Rowing,2021-10-21 07:50:48,false,"Indoor Rowing","--","69","00:10:00","101","154","0.7","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","285","0","0","0","--","0:00","75.2","0:00","No","10:00.09.6","1","0.0","00:00:00","00:10:00","--","--"
Running,2021-10-16 08:15:35,false,"Duluth Running","6.38","860","01:00:01","154","171","3.8","173","194","9:24","7:05","164","154","0.99","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","59.0","0:00","No","04:56.65.4","8","0.0","00:59:56","01:04:43","656","743"
Running,2021-10-14 12:09:25,false,"Duluth Running","0.53","80","00:06:01.0","149","168","1.7","146","206","11:23","5:39","72","56","0.95","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","68.0","0:00","No","00:15.19.4","12","0.0","00:05:57.3","00:06:01.0","701","739"
Running,2021-10-14 11:26:10,false,"Duluth Running","4.04","521","00:40:00","144","160","2.8","172","188","9:55","8:04","115","112","0.94","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","60.8","0:00","No","00:23.27.1","5","0.0","00:39:59","00:41:44","592","677"
Running,2021-10-13 12:19:09,false,"Duluth - 3x5min int","4.07","524","00:39:00","151","176","3.3","168","188","9:35","6:50","187","131","0.99","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","03:00.00","9","0.0","00:38:59","00:39:07","591","703"
Running,2021-10-12 17:22:17,false,"Duluth Running","4.16","537","00:40:00","145","161","3.0","171","182","9:37","8:11","98","95","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","71.6","0:00","No","01:30.67.6","5","0.0","00:39:58","00:40:41","609","667"
Running,2021-10-08 14:19:24,false,"Duluth Running","4.18","562","00:40:01","153","170","3.2","172","184","9:35","8:29","105","102","0.97","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","69.8","0:00","No","01:40.66.6","5","0.0","00:39:59","00:40:23","613","673"
Walking,2021-10-07 16:12:44,false,"Duluth Walking","2.81","330","00:52:20","97","123","0.4","107","124","18:36","14:06","167","151","0.81","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","71.6","0:00","No","14:41.21.6","3","0.0","00:50:56","00:52:42","697","858"
Running,2021-10-06 11:33:27,false,"Duluth Running","4.51","628","00:40:39","164","178","3.9","175","184","9:01","7:39","289","276","1.02","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","04:46.44.1","5","0.0","00:40:37","00:40:55","618","864"
Running,2021-10-03 07:13:04,false,"Minneapolis Running","10.13","1,338","01:28:46","165","180","5.0","177","214","8:46","7:01","348","351","1.04","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","66.2","0:00","No","00:58.65.7","11","0.0","01:28:43","01:29:44","797","1,010"
Walking,2021-10-02 11:45:21,false,"Minneapolis Walking","3.50","414","01:08:11","97","138","0.5","105","148","19:28","10:32","167","128","0.79","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","09:20.79.7","4","0.0","01:06:00","01:19:27","834","890"
Walking,2021-09-30 18:45:53,false,"Duluth Walking","1.83","218","00:33:22","104","128","0.4","110","126","18:16","15:22","171","151","0.80","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","69.8","0:00","No","14:40.21.9","2","0.0","00:33:12","00:34:27","696","868"
Running,2021-09-30 12:50:32,false,"Duluth Running","5.00","693","00:47:32","160","182","3.9","173","186","9:30","7:03","325","243","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","02:59.20.3","6","0.0","00:47:27","00:48:04","675","928"
Running,2021-09-28 12:26:46,false,"Duluth Running","4.02","508","00:35:00","162","181","3.6","173","184","8:43","6:58","266","256","1.06","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","00:24.74.6","7","0.0","00:34:56","00:35:00","993","1,185"
Running,2021-09-25 12:56:08,false,"Duluth Running","5.00","660","00:46:24","157","174","3.6","174","184","9:16","8:04","266","266","1.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","69.8","0:00","No","00:01.92.2","6","0.0","00:46:18","00:47:56","686","919"
Walking,2021-09-23 17:24:00,false,"Duluth Walking","3.05","327","00:57:16","82","106","0.3","113","144","18:45","15:42","157","151","0.76","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","71.6","0:00","No","01:05.67.1","4","0.0","00:57:06","01:07:01","671","783"
Walking,2021-09-22 17:19:48,false,"Duluth Walking","2.11","233","00:37:00","83","99","0.4","115","130","17:35","15:08","82","75","0.80","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","71.6","0:00","No","01:55.19.3","3","0.0","00:36:56","00:39:01","592","657"
Running,2021-09-19 14:22:27,false,"Duluth Running","6.31","872","01:00:00","162","179","4.5","174","184","9:30","8:21","151","157","0.97","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","86.0","0:00","No","02:56.07","7","0.0","00:59:59","01:00:10","598","667"
Hiking,2021-09-19 12:48:18,false,"Duluth Hiking","0.47","39","00:11:45","79","132","0.1","97","124","25:15","19:49","56","46","0.66","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","84.2","0:00","No","05:23.01.5","2","0.0","00:00:00","00:21:19","1,178","1,243"
Hiking,2021-09-18 12:31:30,false,"Duluth Hiking","0.80","75","00:20:05","83","133","0.2","90","155","25:14","17:25","115","82","0.71","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","78.8","0:00","No","00:59.04.8","4","0.0","00:00:00","00:25:32","1,050","1,157"
Walking,2021-09-17 17:50:17,false,"Duluth Walking","1.54","173","00:26:49","92","112","0.4","117","174","17:23","9:53","92","82","0.79","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","09:36.60.4","2","0.0","00:00:00","00:27:07","631","700"
Running,2021-09-16 15:23:09,false,"Duluth Running","5.32","788","00:55:28","163","181","4.2","164","202","10:26","8:04","335","305","0.94","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","84.2","0:00","No","02:53.70.1","6","0.0","00:55:21","00:59:36","1,192","1,378"
Walking,2021-09-15 17:30:45,false,"Duluth Walking","2.31","260","00:38:15","98","128","0.7","119","148","16:35","13:22","138","118","0.82","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","78.8","0:00","No","05:06.50.6","3","0.0","00:00:00","00:47:01","631","772"
Running,2021-09-14 17:00:41,false,"Duluth Running","3.67","463","00:33:31","157","175","3.3","173","182","9:08","7:51","236","220","1.02","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","05:46.83.9","4","0.0","00:33:28","00:35:53","1,003","1,177"
Running,2021-09-13 16:42:40,false,"Duluth Running","3.14","414","00:30:01","151","162","3.4","172","178","9:34","8:17","43","30","0.98","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","01:16.60.7","4","0.0","00:30:00","00:30:29","638","673"
Running,2021-09-12 12:32:04,false,"Duluth Running","6.51","896","01:13:30","151","181","3.7","152","200","11:18","7:12","466","482","0.92","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","73.4","0:00","No","00:00.61.1","30","0.0","01:13:20","01:19:14","623","916"
Hiking,2021-09-11 14:24:38,false,"Lake County Hiking","3.36","418","01:20:04","101","150","1.5","85","223","23:51","13:15","384","381","0.81","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","82.4","0:00","No","02:24.03.9","14","0.0","00:00:00","01:58:45","606","837"
Running,2021-09-11 06:58:40,false,"Duluth Running","4.02","560","00:37:27","161","177","4.2","173","180","9:19","7:54","207","233","1.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","73.4","0:00","No","00:17.46.9","5","0.0","00:37:25","00:37:27","605","844"
Running,2021-09-09 11:21:45,false,"Duluth Running","3.68","505","00:36:00","157","176","3.7","169","184","9:48","8:29","243","200","0.97","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","06:27.04.9","4","0.0","00:35:58","00:41:10","1,003","1,181"
Walking,2021-09-08 15:53:15,false,"Duluth Walking","1.26","201","00:33:30","105","140","0.9","78","246","26:40","15:32","36","46","0.78","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","05:20.95.9","2","0.0","00:00:00","01:06:44","583","610"
Walking,2021-09-08 13:06:04,false,"Duluth Walking","3.95","462","01:08:18","96","130","0.8","112","241","17:18","11:19","230","230","0.83","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","73.4","0:00","No","16:15.63.3","4","0.0","00:00:00","01:15:39","626","792"
Walking,2021-09-05 15:54:36,false,"Duluth Walking","5.90","655","01:52:38","87","122","0.7","108","230","19:06","12:08","305","315","0.78","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","15:59.56.7","6","0.0","00:00:00","01:58:15","622","770"
Walking,2021-09-04 13:07:17,false,"Lake County Walking","4.26","625","01:41:55","107","157","1.5","92","227","23:54","17:19","955","879","0.73","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","73.4","0:00","No","05:50.28.9","5","0.0","00:00:00","02:13:30","625","916"
Running,2021-09-01 12:51:37,false,"Duluth Running","4.81","718","00:45:01","168","182","4.6","171","180","9:22","7:59","102","128","1.00","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","75.2","0:00","No","07:47.52.2","5","0.0","00:44:58","00:49:27","561","641"
Running,2021-08-30 15:47:27,false,"Duluth Running","4.10","556","00:38:36","156","173","3.3","170","182","9:25","8:21","266","223","1.01","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","78.8","0:00","No","00:54.11.9","5","0.0","00:38:32","00:48:18","1,003","1,178"
Walking,2021-08-24 11:17:37,false,"Bismarck Walking","4.03","466","01:20:01","93","135","0.6","105","135","19:52","16:14","190","197","0.77","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","82.4","0:00","No","00:35.22.9","5","0.0","00:00:00","01:38:07","1,644","1,795"
Walking,2021-08-18 06:49:19,false,"Sequim Walking","1.18","139","00:19:50","82","97","0.5","116","124","16:52","15:42","105","112","0.82","0.0","0.0","0","--","0","0","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","71.6","0:00","No","02:56.82.6","2","0.0","00:00:00","00:19:50","137","191"
